Gejala,Penyakit,Label
"feses berdarah, benjolan atau bengkak di sekitar atau dekat anus, anus nyeri, nyeri saat mengejan",Ambeien,5
"perut terasa sesak dan penuh, feses atau tinja kering, tinja berdarah, sulit buang air besar",Konstipasi,6
"nyeri sendi, demam, mual muntah, feses pucat, berat badan turun, urine gelap, mudah lelah",Hepatitis,8
"nyeri ulu hati, nyeri di perut bagian atas, perut terasa begah setelah makan, mual muntah, perut kembung",Maag,9
"perut terasa sesak dan penuh, feses atau tinja kering, tinja berdarah, sulit buang air besar, jarang buang air besar, feses atau tinja keras",Konstipasi,6
"kulit gatal, demam, tinja pucat, nafsu makan turun, urine gelap",Batu Empedu,4
"feses berlendir, diare, kentut berlebihan, tekstur feses atau tinja tidak menentu, sembelit",Irritable Bowel Syndrome (IBS),12
"mual muntah, nafsu makan turun, lemas",Hepatitis,8
"sembelit, nyeri perut, feses berair, sulit menahan buang air besar, feses berlendir, perut kembung, gejala hilang timbul, tekstur feses atau tinja tidak menentu",Irritable Bowel Syndrome (IBS),12
"nyeri di bawah tulang dada, kulit kuning, nyeri di tengah perut, kulit gatal, mata kuning, mual muntah",Batu Empedu,4
"selera makan berubah,  tidak nafsu makan, perut kembung",Tukak lambung,7
"mata kuning, nyeri perut kanan atas, nyeri di bawah tulang dada, urine gelap, mual muntah",Batu Empedu,4
"diare berair atau lendir, diare berdarah, mual muntah, kram perut",Disentri,0
"sembelit, nyeri perut, feses berair, sulit menahan buang air besar, feses berlendir, perut kembung",Irritable Bowel Syndrome (IBS),12
"perut terasa penuh ketika makan, perut kembung, nyeri ulu hati, sering kentut, mual muntah",Maag,9
"mual muntah, kram perut, diare berair atau lendir, demam",Disentri,0
"perut kembung, diare, feses atau tinja berbau busuk",Celiac,10
"tinja berdarah, sulit buang air besar, jarang buang air besar, nyeri perut, perut terasa sesak dan penuh, feses atau tinja keras",Konstipasi,6
"penyakit kuning, nafsu makan turun, nyeri di bawah tulang dada, mata kuning, demam",Batu Empedu,4
"mual muntah, pusing, perut terasa begah, batuk, nyeri dada, sensasi dada terbakar, gejala muncul setelah makan, perut kembung",GERD,11
"jarang buang air besar, nyeri perut, sulit buang air besar, feses atau tinja kering, tinja berdarah, feses atau tinja keras",Konstipasi,6
"mual muntah, perut kembung, sakit perut, pusing, mudah lelah, feses pucat, diare",Celiac,10
"sembelit, kram perut, sering kentut, kentut berlebihan, sakit perut setelah buang air besar, feses berair, perut kembung",Irritable Bowel Syndrome (IBS),12
"diare berdarah, kram perut, mual muntah",Disentri,0
"hilang selera makan, menggigil, nyeri atau sakit kepala, nyeri perut, feses atau tinja berwarna hijau, nyeri sendi dan otot, demam tinggi",Tipes,2
"nyeri saat mengejan, benjolan atau bengkak di sekitar atau dekat anus, anus gatal, anus nyeri",Ambeien,5
"anus nyeri, nyeri saat mengejan, anus gatal, feses berdarah",Ambeien,5
"perut kembung atau begah, nyeri perut, anus berdarah, mudah lelah",Inflammatory Bowel Disease (IBD),3
"nyeri dada, rasa panas pada tenggorokan, sakit tenggorokan, batuk",GERD,11
"demam, mudah lelah, perut kembung atau begah, anus berdarah, berat badan turun drastis, diare disertai darah, nafsu makan turun",Inflammatory Bowel Disease (IBD),3
"anus gatal, anus nyeri, feses berdarah, nyeri saat mengejan",Ambeien,5
"sering kentut, feses berair, kentut berlebihan, nyeri perut, sulit menahan buang air besar, tekstur feses atau tinja tidak menentu, gejala hilang timbul",Irritable Bowel Syndrome (IBS),12
"diare, nyeri perut, lemas, mual muntah, keringat berlebih atau banyak berkeringat, sembelit, demam berkepanjangan",Tipes,2
"benjolan atau bengkak di sekitar atau dekat anus, anus nyeri, feses berdarah, anus gatal",Ambeien,5
"sulit menahan buang air besar, tekstur feses atau tinja tidak menentu, gejala hilang timbul, diare",Irritable Bowel Syndrome (IBS),12
"feses cair, feses keluar terus-menerus, feses berdarah, sering buang air besar, dehidrasi, sulit menahan buang air besar, tinja encer, BAB berkali-kali",Diare,13
"mual muntah, demam, nyeri perut kanan atas, kulit gatal, mata kuning, nafsu makan turun, kulit kuning, nyeri di tengah perut",Batu Empedu,4
"kerusakan gigi, mati rasa pada kaki dan tangan, diare, feses atau tinja berbau busuk",Celiac,10
"kliyengan, gejala memburuk di malam hari, berasa angin di dada, rasa panas pada tenggorokan, mual muntah",GERD,11
"perut kembung, gejala memburuk saat makan, gejala makin parah saat perut kosong atau belum makan, gejala maag yang hilang timbul selama beberapa hari, nyeri ulu hati",Tukak lambung,7
"anus nyeri, nyeri saat mengejan, feses berdarah, benjolan atau bengkak di sekitar atau dekat anus",Ambeien,5
"gejala hilang timbul selama beberapa minggu, gejala makin parah saat perut kosong atau belum makan, gejala maag yang hilang timbul selama beberapa hari",Tukak lambung,7
"sering kentut, perut kembung, nyeri ulu hati, nyeri di perut bagian atas, mual muntah, perut terasa begah setelah makan, perut terasa penuh ketika makan",Maag,9
"menggigil, nyeri perut, batuk kering, nyeri atau sakit kepala, dehidrasi, demam tinggi, demam berkepanjangan",Tipes,2
"batuk kering, lemas, dehidrasi, hilang selera makan",Tipes,2
"mual muntah, lemas, mata kuning, urine gelap",Hepatitis,8
"nyeri perut, feses atau tinja berwarna hijau, diare, mudah lelah, mual muntah, pusing, sembelit, hilang selera makan",Tipes,2
"mual muntah, nyeri perut kanan bawah, nyeri meningkat ketika perut kanan bawah ditekan, nyeri tengah perut atau ulu hati yang hilang timbul, sulit kentut, sulit sendawa atau bersendawa, diare",Usus Buntu,1
"jantung berdebar, sakit kepala, gejala muncul setelah makan, kliyengan, rasa panas pada tenggorokan, batuk",GERD,11
"feses berlendir, nyeri perut, feses berair",Irritable Bowel Syndrome (IBS),12
"lemas, BAB berkali-kali, feses berdarah, dehidrasi, feses keluar terus-menerus, perut kembung, feses cair, BAB lebih dari 3 kali dalam sehari",Diare,13
"diare, sembelit, sulit kentut, nyeri perut kanan bawah, nyeri meningkat atau semakin parah saat berjalan, mual muntah, demam, diare",Usus Buntu,1
"perut terasa penuh ketika makan, nyeri di perut bagian atas, perut kembung, sering bersendawa atau sendawa, mual muntah, nyeri ulu hati, sering kentut",Maag,9
"mual muntah, sakit tenggorokan, perut kembung, lidah putih, bau mulut, nyeri dada, sakit kepala, jantung berdebar",GERD,11
"kerusakan gigi, mati rasa pada kaki dan tangan, diare, feses atau tinja berbau busuk, kejang",Celiac,10
"mudah lelah, anus berdarah, demam, nafsu makan turun, diare disertai darah, feses berdarah atau berlendir, berat badan turun drastis",Inflammatory Bowel Disease (IBD),3
"nyeri sendi, kerusakan gigi, nafsu makan turun",Celiac,10
"kliyengan, gejala memburuk di malam hari, berasa angin di dada, rasa panas pada tenggorokan",GERD,11
"kram perut, sering kentut, gejala hilang timbul, feses berlendir, tekstur feses atau tinja tidak menentu",Irritable Bowel Syndrome (IBS),12
"feses berlendir, nyeri perut, feses berair, sulit menahan buang air besar, gejala hilang timbul",Irritable Bowel Syndrome (IBS),12
"lemas, BAB berkali-kali, feses berdarah",Diare,13
"gejala hilang timbul, sembelit, feses berlendir, sulit menahan buang air besar, feses berair, perut kembung",Irritable Bowel Syndrome (IBS),12
"berat badan turun, nyeri perut, flu",Hepatitis,8
"batuk kering, hilang selera makan, lemas, feses atau tinja berwarna hijau, dehidrasi, demam tinggi",Tipes,2
"kram perut, diare berair atau lendir, mual muntah, demam",Disentri,0
"pusing, mual muntah, lidah putih, batuk, sakit kepala, gejala terasa memburuk ketika berbaring atau membungkuk, jantung berdebar",GERD,11
"kram perut, diare berair atau lendir, mual muntah, demam",Disentri,0
"sensasi dada terbakar, perut terasa begah, gejala terasa memburuk ketika berbaring atau membungkuk, lemas, mual muntah, rasa panas pada tenggorokan, bau mulut, mulut terasa asam atau pahit",GERD,11
"nyeri saat mengejan, feses berdarah, benjolan atau bengkak di sekitar atau dekat anus, anus gatal",Ambeien,5
"mual muntah, jantung berdebar, berasa angin di dada, nyeri dada, perut terasa begah, batuk, sulit menelan, mulut terasa asam atau pahit",GERD,11
"dehidrasi, jarang kencing, lemas, sulit menahan buang air besar, BAB berkali-kali, perut kembung, feses cair, sering buang air besar",Diare,13
"nyeri di bawah tulang dada, kulit kuning, nyeri di tengah perut, kulit gatal, mata kuning",Batu Empedu,4
"kram perut, mual muntah, demam, diare berair atau lendir",Disentri,0
"sulit kentut, meriang, nyeri meningkat atau semakin parah saat berjalan, sembelit, demam, nyeri meningkat ketika perut kanan bawah ditekan, nyeri perut kanan bawah, mual muntah",Usus Buntu,1
"menggigil, diare, feses atau tinja berwarna hijau, nyeri atau sakit kepala, lemas",Tipes,2
"mual muntah, kulit gatal, nafsu makan turun, kulit kuning, mata kuning, nyeri di tengah perut, tinja pucat, demam",Batu Empedu,4
"nyeri di bawah tulang dada, kulit kuning, nyeri di tengah perut",Batu Empedu,4
"diare, feses berlendir, nyeri perut",Irritable Bowel Syndrome (IBS),12
"jarang buang air besar, sulit buang air besar, nyeri perut, tinja berdarah, feses atau tinja keras, perut terasa sesak dan penuh",Konstipasi,6
"nyeri saat mengejan, benjolan atau bengkak di sekitar atau dekat anus, anus gatal, anus nyeri",Ambeien,5
"perut begah, feses atau tinja berbau busuk, kejang, mual muntah, mudah lelah, diare, feses pucat",Celiac,10
"sesak napas, gejala hilang timbul selama beberapa minggu, lemas, nyeri ulu hati",Tukak lambung,7
"dehidrasi, hilang selera makan, nyeri sendi dan otot, demam tinggi, diare",Tipes,2
"mulut terasa asam atau pahit, perut kembung, batuk, berasa angin di dada, sakit tenggorokan",GERD,11
"perut terasa begah setelah makan, nyeri di perut bagian atas, nyeri ulu hati, sering kentut, perut kembung",Maag,9
"gejala makin parah saat perut kosong atau belum makan, lemas,  tidak nafsu makan, sensasi dada terbakar",Tukak lambung,7
"dehidrasi, tinja encer, jarang kencing, BAB berkali-kali, feses cair, BAB lebih dari 3 kali dalam sehari",Diare,13
"sulit buang air besar, nyeri perut, perut terasa sesak dan penuh, jarang buang air besar, feses atau tinja keras",Konstipasi,6
"pusing, mual muntah, nyeri dada, sakit tenggorokan, rasa panas pada tenggorokan, perut terasa begah, berasa angin di dada",GERD,11
"jarang buang air besar, sulit buang air besar, nyeri perut, tinja berdarah",Konstipasi,6
"sering kentut, perut kembung, nyeri di perut bagian atas",Maag,9
"mual muntah, nyeri tengah perut atau ulu hati yang hilang timbul, diare",Usus Buntu,1
"gejala makin parah saat perut kosong atau belum makan, mual muntah, sensasi dada terbakar, gejala maag yang hilang timbul selama beberapa hari",Tukak lambung,7
"lemas, gejala memburuk di malam hari, jantung berdebar, kliyengan, pusing",GERD,11
"kerusakan gigi, mati rasa pada kaki dan tangan, mual muntah, diare",Celiac,10
"kulit gatal, mata kuning, nyeri perut kanan atas, tinja pucat, nyeri di bawah tulang dada",Batu Empedu,4
"mudah lelah, berat badan turun drastis, perut kembung atau begah",Inflammatory Bowel Disease (IBD),3
"nyeri meningkat ketika perut kanan bawah ditekan, sembelit, sulit kentut, sulit sendawa atau bersendawa, nyeri meningkat atau semakin parah saat berjalan, mual muntah, nyeri tengah perut atau ulu hati yang hilang timbul",Usus Buntu,1
"feses pucat, flu, mudah lelah, nyeri perut",Hepatitis,8
"jarang buang air besar, perut terasa sesak dan penuh, nyeri perut, feses atau tinja kering, feses atau tinja keras, tinja berdarah",Konstipasi,6
"gejala makin parah saat perut kosong atau belum makan, nyeri ulu hati, gejala maag yang hilang timbul selama beberapa hari, gejala memburuk saat makan, muntah darah, perut kembung, lemas",Tukak lambung,7
"jarang kencing, feses cair, tinja encer",Diare,13
"diare berair atau lendir, diare berdarah, mual muntah, kram perut",Disentri,0
"nyeri perut, mudah lelah, feses berdarah atau berlendir, demam",Inflammatory Bowel Disease (IBD),3
"urine gelap, tinja pucat, kulit gatal, nyeri di tengah perut, nyeri perut kanan atas",Batu Empedu,4
"anus nyeri, anus gatal, benjolan atau bengkak di sekitar atau dekat anus",Ambeien,5
"berat badan turun drastis, feses berdarah atau berlendir, perut kembung atau begah",Inflammatory Bowel Disease (IBD),3
"sering kentut, perut kembung, nyeri ulu hati, nyeri di perut bagian atas, mual muntah, perut terasa begah setelah makan, perut terasa penuh ketika makan",Maag,9
"kram perut, mual muntah, diare berair atau lendir, diare berdarah",Disentri,0
"mual muntah, perut kembung, diare, sembelit, mati rasa pada kaki dan tangan, anemia, kejang",Celiac,10
"mual muntah, demam, nyeri perut kanan atas, kulit gatal",Batu Empedu,4
"perut terasa penuh ketika makan, perut kembung, nyeri ulu hati",Maag,9
"feses atau tinja keras, sulit buang air besar, feses atau tinja kering, nyeri perut",Konstipasi,6
"anus gatal, anus nyeri, feses berdarah, nyeri saat mengejan",Ambeien,5
"sulit menelan, pusing, nyeri ulu hati, batuk",GERD,11
"mual muntah, nyeri perut kanan bawah, nyeri meningkat ketika perut kanan bawah ditekan",Usus Buntu,1
"sembelit, mudah lelah, feses pucat, diare, mati rasa pada kaki dan tangan, pusing, perut begah, sakit perut",Celiac,10
"mudah lelah, sembelit, perut kembung, feses pucat, sakit perut, mual muntah, kerusakan gigi",Celiac,10
"mual muntah, kram perut, diare berair atau lendir",Disentri,0
"feses keluar terus-menerus, lemas, sering buang air besar",Diare,13
"feses cair, feses keluar terus-menerus, feses berdarah, sering buang air besar",Diare,13
"diare berair atau lendir, demam, diare berdarah, kram perut",Disentri,0
"gejala memburuk saat makan,  sering sendawa atau bersendawa, gejala hilang timbul selama beberapa minggu, mual muntah, nyeri ulu hati, sensasi dada terbakar, gejala makin parah saat perut kosong atau belum makan, gejala maag yang hilang timbul selama beberapa hari",Tukak lambung,7
"batuk, berasa angin di dada, nyeri dada, sensasi dada terbakar, perut terasa begah, rasa panas pada tenggorokan, bau mulut, perut kembung",GERD,11
"sulit sendawa atau bersendawa, diare, demam, diare, sulit kentut, sembelit",Usus Buntu,1
"perut terasa begah setelah makan, sering kentut, perut kembung, perut terasa penuh ketika makan, mual muntah",Maag,9
"gejala muncul setelah makan, heartburn, sulit menelan",GERD,11
"kentut berlebihan, sakit perut setelah buang air besar, sering kentut, tekstur feses atau tinja tidak menentu, sulit menahan buang air besar",Irritable Bowel Syndrome (IBS),12
"batuk, berasa angin di dada, nyeri dada, sensasi dada terbakar",GERD,11
"perut terasa sesak dan penuh, tinja berdarah, feses atau tinja keras, jarang buang air besar, feses atau tinja kering, nyeri perut",Konstipasi,6
"urine gelap, tinja pucat, penyakit kuning, mual muntah",Batu Empedu,4
"feses berlendir, perut kembung, sakit perut setelah buang air besar, kram perut, tekstur feses atau tinja tidak menentu, sembelit, sulit menahan buang air besar, gejala hilang timbul",Irritable Bowel Syndrome (IBS),12
"anemia, diare, kejang, sakit perut, sembelit, kerusakan gigi, mati rasa pada kaki dan tangan, pusing",Celiac,10
"diare berair atau lendir, demam, mual muntah, diare berdarah",Disentri,0
"diare berair atau lendir, kram perut, demam, diare berdarah",Disentri,0
"demam, kram perut, diare berdarah",Disentri,0
"sembelit, kram perut, sering kentut",Irritable Bowel Syndrome (IBS),12
"sulit buang air besar, feses atau tinja kering, nyeri perut, perut terasa sesak dan penuh",Konstipasi,6
"diare, diare, sulit sendawa atau bersendawa",Usus Buntu,1
"nyeri perut, feses atau tinja keras, feses atau tinja kering, perut terasa sesak dan penuh, tinja berdarah, jarang buang air besar",Konstipasi,6
"feses pucat, urine gelap, kulit kuning",Hepatitis,8
"muntah darah, gejala maag yang hilang timbul selama beberapa hari, gejala memburuk saat makan,  tidak nafsu makan",Tukak lambung,7
"perut terasa begah setelah makan, sering kentut, perut kembung, perut terasa penuh ketika makan, mual muntah, nyeri ulu hati",Maag,9
"perut terasa penuh ketika makan, perut kembung, sering bersendawa atau sendawa",Maag,9
"nyeri sendi, mudah lelah, diare, ruam kulit, anemia, mati rasa pada kaki dan tangan, sembelit",Celiac,10
"kulit gatal, kulit kuning, urine gelap, demam, nyeri di tengah perut",Batu Empedu,4
"mudah lelah, feses atau tinja berwarna hijau, keringat berlebih atau banyak berkeringat, sembelit, lemas, menggigil, diare",Tipes,2
"nyeri perut, menggigil, nyeri sendi dan otot, dehidrasi",Tipes,2
"nyeri di perut bagian atas, mual muntah, sering bersendawa atau sendawa, nyeri ulu hati",Maag,9
"perut terasa begah setelah makan, perut kembung, perut terasa penuh ketika makan, sering kentut, nyeri di perut bagian atas",Maag,9
"meriang, sembelit, nyeri meningkat atau semakin parah saat berjalan, sulit sendawa atau bersendawa, diare, diare, nyeri meningkat ketika perut kanan bawah ditekan, mual muntah",Usus Buntu,1
"mudah lelah, berat badan turun drastis, feses berdarah atau berlendir, nafsu makan turun, demam, nyeri perut, anus berdarah, perut kembung atau begah",Inflammatory Bowel Disease (IBD),3
"hilang selera makan, menggigil, nyeri atau sakit kepala, nyeri perut, feses atau tinja berwarna hijau, nyeri sendi dan otot",Tipes,2
"perut kembung atau begah, feses berdarah atau berlendir, anus berdarah",Inflammatory Bowel Disease (IBD),3
"kram perut, nyeri perut, sering kentut",Irritable Bowel Syndrome (IBS),12
"nyeri perut kanan atas, mata kuning, kulit kuning, urine gelap, nyeri di bawah tulang dada, nyeri di tengah perut",Batu Empedu,4
"demam, kram perut, diare berdarah, diare berair atau lendir",Disentri,0
"feses atau tinja keras, jarang buang air besar, perut terasa sesak dan penuh",Konstipasi,6
"demam, sulit sendawa atau bersendawa, diare, diare, nyeri tengah perut atau ulu hati yang hilang timbul",Usus Buntu,1
"sering bersendawa atau sendawa, nyeri ulu hati, perut terasa begah setelah makan, perut terasa penuh ketika makan, sering kentut, perut kembung, nyeri di perut bagian atas",Maag,9
"anus nyeri, nyeri saat mengejan, anus gatal, feses berdarah",Ambeien,5
"mual muntah, jantung berdebar, berasa angin di dada, nyeri dada, perut terasa begah",GERD,11
"sulit menahan buang air besar, tekstur feses atau tinja tidak menentu, gejala hilang timbul, diare, sering kentut, sakit perut setelah buang air besar",Irritable Bowel Syndrome (IBS),12
"nyeri meningkat atau semakin parah saat berjalan, sembelit, mual muntah",Usus Buntu,1
"penyakit kuning, mual muntah, nafsu makan turun, demam, tinja pucat, nyeri di bawah tulang dada",Batu Empedu,4
"jantung berdebar, lidah putih, gejala muncul setelah makan, sulit menelan, batuk, pusing",GERD,11
"lemas, berat badan turun, kulit kuning, nafsu makan turun, mudah lelah",Hepatitis,8
"kram perut, nyeri perut, sering kentut, feses berlendir, perut kembung",Irritable Bowel Syndrome (IBS),12
"sulit buang air besar, feses atau tinja kering, perut terasa sesak dan penuh, tinja berdarah, feses atau tinja keras, nyeri perut",Konstipasi,6
"feses atau tinja keras, nyeri perut, perut terasa sesak dan penuh, tinja berdarah, jarang buang air besar, sulit buang air besar",Konstipasi,6
"mual muntah, kram perut, diare berair atau lendir, demam",Disentri,0
"jarang kencing, lemas, feses keluar terus-menerus, dehidrasi, tinja encer, pusing, BAB lebih dari 3 kali dalam sehari",Diare,13
"hilang selera makan, demam tinggi, menggigil, demam berkepanjangan, nyeri perut, diare, pusing",Tipes,2
"urine gelap, tinja pucat, kulit gatal, nyeri di tengah perut, nyeri perut kanan atas, demam",Batu Empedu,4
"diare berair atau lendir, kram perut, demam, diare berdarah",Disentri,0
"nafsu makan turun, demam, penyakit kuning, kulit kuning, urine gelap",Batu Empedu,4
"kram perut, diare berair atau lendir, mual muntah, demam",Disentri,0
"urine gelap, mudah lelah, mata kuning, feses pucat, berat badan turun",Hepatitis,8
"nyeri sendi, demam, mual muntah",Hepatitis,8
"anus nyeri, nyeri saat mengejan, anus gatal, benjolan atau bengkak di sekitar atau dekat anus",Ambeien,5
"anus nyeri, benjolan atau bengkak di sekitar atau dekat anus, feses berdarah, anus gatal",Ambeien,5
"feses atau tinja berbau busuk, kejang, feses berminyak, nafsu makan turun, kerusakan gigi, diare, ruam kulit",Celiac,10
"diare berair atau lendir, kram perut, demam, diare berdarah",Disentri,0
"jarang buang air besar, perut terasa sesak dan penuh, nyeri perut, feses atau tinja kering, feses atau tinja keras, tinja berdarah",Konstipasi,6
"mual muntah, demam, kram perut, diare berdarah",Disentri,0
"feses berlendir, nyeri perut, diare, gejala hilang timbul, perut kembung",Irritable Bowel Syndrome (IBS),12
"sulit menahan buang air besar, lemas, feses keluar terus-menerus, dehidrasi, BAB berkali-kali",Diare,13
"mual muntah, kulit gatal, nafsu makan turun, kulit kuning, mata kuning, nyeri di tengah perut, tinja pucat",Batu Empedu,4
"diare, feses berlendir, nyeri perut, sakit perut setelah buang air besar, sering kentut",Irritable Bowel Syndrome (IBS),12
"penyakit kuning, mual muntah, nafsu makan turun, demam",Batu Empedu,4
"lemas, mudah lelah, nafsu makan turun, kulit kuning, feses pucat",Hepatitis,8
"nyeri sendi, mata kuning, mual muntah, lemas, demam",Hepatitis,8
"feses cair, pusing, feses keluar terus-menerus",Diare,13
"benjolan atau bengkak di sekitar atau dekat anus, nyeri saat mengejan, anus gatal, feses berdarah",Ambeien,5
"jarang buang air besar, feses atau tinja kering, nyeri perut, perut terasa sesak dan penuh",Konstipasi,6
"kulit kuning, flu, nyeri sendi",Hepatitis,8
"lemas, berat badan turun, kulit kuning, nafsu makan turun, mudah lelah, urine gelap, mata kuning",Hepatitis,8
"sembelit, diare, nyeri meningkat atau semakin parah saat berjalan, mual muntah",Usus Buntu,1
"perut begah, feses berminyak, feses pucat",Celiac,10
"meriang, nyeri tengah perut atau ulu hati yang hilang timbul, nyeri meningkat atau semakin parah saat berjalan, nyeri meningkat ketika perut kanan bawah ditekan, diare, nyeri perut kanan bawah, sulit sendawa atau bersendawa",Usus Buntu,1
"nyeri dada, rasa panas pada tenggorokan, sakit tenggorokan",GERD,11
"mudah lelah, demam berkepanjangan, nyeri atau sakit kepala, sembelit, dehidrasi, menggigil, nyeri perut, keringat berlebih atau banyak berkeringat",Tipes,2
"mudah lelah, sembelit, perut kembung, feses pucat, sakit perut, mual muntah, kerusakan gigi, diare",Celiac,10
"BAB berkali-kali, feses cair, BAB lebih dari 3 kali dalam sehari, dehidrasi, pusing, sulit menahan buang air besar",Diare,13
"nyeri perut, mudah lelah, feses berdarah atau berlendir, demam, nafsu makan turun",Inflammatory Bowel Disease (IBD),3
"diare, nyeri meningkat atau semakin parah saat berjalan, meriang, mual muntah, diare, nyeri perut kanan bawah",Usus Buntu,1
"nyeri perut, perut kembung atau begah, berat badan turun drastis, mudah lelah, feses berdarah atau berlendir, nafsu makan turun",Inflammatory Bowel Disease (IBD),3
"perut kembung, sensasi dada terbakar, sesak napas",Tukak lambung,7
"muntah darah, gejala memburuk saat makan, gejala makin parah saat perut kosong atau belum makan, lemas, nyeri ulu hati, perut kembung,  tidak nafsu makan",Tukak lambung,7
"diare berdarah, kram perut, diare berair atau lendir, mual muntah",Disentri,0
"muntah darah, gejala makin parah saat perut kosong atau belum makan, lemas, sensasi dada terbakar, nyeri ulu hati, gejala maag yang hilang timbul selama beberapa hari,  tidak nafsu makan, sesak napas",Tukak lambung,7
"feses atau tinja keras, nyeri perut, perut terasa sesak dan penuh, tinja berdarah",Konstipasi,6
"diare berdarah, demam, mual muntah, kram perut",Disentri,0
"diare berair atau lendir, kram perut, diare berdarah, demam",Disentri,0
"feses berlendir, diare, kentut berlebihan, tekstur feses atau tinja tidak menentu, sembelit, nyeri perut, kram perut",Irritable Bowel Syndrome (IBS),12
"feses cair, BAB lebih dari 3 kali dalam sehari, sering buang air besar, pusing, dehidrasi, lemas, jarang kencing",Diare,13
"kejang, feses berminyak, pusing, sakit perut, ruam kulit",Celiac,10
"diare berdarah, demam, kram perut, mual muntah",Disentri,0
"nyeri perut, mudah lelah, dehidrasi",Tipes,2
"sembelit, kerusakan gigi, feses berminyak, diare, feses atau tinja berbau busuk, kejang, mati rasa pada kaki dan tangan",Celiac,10
"nyeri sendi, sakit perut, diare, nafsu makan turun, feses pucat, kejang, ruam kulit, anemia",Celiac,10
"benjolan atau bengkak di sekitar atau dekat anus, feses berdarah, anus nyeri",Ambeien,5
"sulit menahan buang air besar, feses berlendir, diare, sering kentut, tekstur feses atau tinja tidak menentu, sakit perut setelah buang air besar",Irritable Bowel Syndrome (IBS),12
"sering bersendawa atau sendawa, nyeri ulu hati, perut terasa begah setelah makan, perut terasa penuh ketika makan",Maag,9
"jarang buang air besar, perut terasa sesak dan penuh, nyeri perut, feses atau tinja kering, feses atau tinja keras",Konstipasi,6
"jarang kencing, feses cair, tinja encer, sering buang air besar, feses berdarah, pusing, sulit menahan buang air besar",Diare,13
"demam, sulit sendawa atau bersendawa, diare, nyeri meningkat atau semakin parah saat berjalan, meriang, sulit kentut, sembelit, nyeri tengah perut atau ulu hati yang hilang timbul",Usus Buntu,1
"mual muntah, sering kentut, perut kembung, nyeri ulu hati, perut terasa begah setelah makan",Maag,9
"anus nyeri, anus gatal, nyeri saat mengejan, feses berdarah",Ambeien,5
"feses keluar terus-menerus, lemas, sering buang air besar, BAB lebih dari 3 kali dalam sehari, pusing, perut kembung, jarang kencing, feses cair",Diare,13
"pusing, lemas, jarang kencing, feses keluar terus-menerus, tinja encer",Diare,13
"perut kembung, nyeri di perut bagian atas, perut terasa begah setelah makan",Maag,9
"urine gelap, mual muntah, berat badan turun, nyeri sendi",Hepatitis,8
"gejala memburuk saat makan,  sering sendawa atau bersendawa, gejala hilang timbul selama beberapa minggu",Tukak lambung,7
"anus berdarah, nyeri perut, diare disertai darah, nafsu makan turun, berat badan turun drastis, demam",Inflammatory Bowel Disease (IBD),3
"gejala hilang timbul selama beberapa minggu, gejala makin parah saat perut kosong atau belum makan, gejala maag yang hilang timbul selama beberapa hari, muntah darah, selera makan berubah,  tidak nafsu makan, sesak napas",Tukak lambung,7
"gejala memburuk saat makan, gejala hilang timbul selama beberapa minggu, nyeri ulu hati,  sering sendawa atau bersendawa",Tukak lambung,7
"muntah darah, gejala memburuk saat makan, gejala makin parah saat perut kosong atau belum makan, lemas, nyeri ulu hati, perut kembung",Tukak lambung,7
"demam, kram perut, diare berair atau lendir, mual muntah",Disentri,0
"nyeri ulu hati, heartburn, lidah putih, gejala memburuk di malam hari, lemas, berasa angin di dada, pusing, gejala terasa memburuk ketika berbaring atau membungkuk",GERD,11
"sulit menahan buang air besar, tinja encer, sering buang air besar, BAB berkali-kali, perut kembung, dehidrasi, pusing",Diare,13
"sulit kentut, meriang, diare, mual muntah",Usus Buntu,1
"diare, demam, nyeri meningkat atau semakin parah saat berjalan",Usus Buntu,1
"perut kembung atau begah, nyeri perut, anus berdarah, mudah lelah, berat badan turun drastis, diare disertai darah, demam, nafsu makan turun",Inflammatory Bowel Disease (IBD),3
"selera makan berubah, perut kembung, muntah darah, sensasi dada terbakar",Tukak lambung,7
"feses berdarah, BAB berkali-kali, pusing, tinja encer, sering buang air besar, jarang kencing, perut kembung",Diare,13
"mudah lelah, nafsu makan turun, perut kembung atau begah, anus berdarah, nyeri perut",Inflammatory Bowel Disease (IBD),3
"nyeri perut, feses atau tinja berwarna hijau, diare, mudah lelah, mual muntah, pusing",Tipes,2
"feses cair, pusing, feses keluar terus-menerus, dehidrasi, BAB lebih dari 3 kali dalam sehari, lemas, jarang kencing, feses berdarah",Diare,13
"diare, diare, sulit sendawa atau bersendawa, sulit kentut, mual muntah, nyeri meningkat ketika perut kanan bawah ditekan, meriang, sembelit",Usus Buntu,1
"gejala memburuk saat makan,  sering sendawa atau bersendawa, perut kembung, muntah darah,  tidak nafsu makan, gejala hilang timbul selama beberapa minggu, gejala makin parah saat perut kosong atau belum makan",Tukak lambung,7
"jarang buang air besar, feses atau tinja kering, nyeri perut, sulit buang air besar, tinja berdarah, feses atau tinja keras",Konstipasi,6
"berat badan turun drastis, feses berdarah atau berlendir, perut kembung atau begah, nyeri perut, mudah lelah, nafsu makan turun, demam, anus berdarah",Inflammatory Bowel Disease (IBD),3
